Epoch: [2][800/3789], lr: 0.00100	Time 3.833 (3.821)	Data 3.040 (3.038)	Loss 0.9598 (0.6592)	Prec@1 71.875 (77.801)	Prec@5 93.750 (97.012)
Epoch: [2][820/3789], lr: 0.00100	Time 3.981 (3.821)	Data 3.188 (3.038)	Loss 0.8316 (0.6599)	Prec@1 78.125 (77.820)	Prec@5 96.875 (96.993)
Epoch: [2][840/3789], lr: 0.00100	Time 4.156 (3.823)	Data 3.360 (3.040)	Loss 0.5159 (0.6575)	Prec@1 87.500 (77.895)	Prec@5 96.875 (97.012)
Epoch: [2][860/3789], lr: 0.00100	Time 3.831 (3.824)	Data 3.006 (3.041)	Loss 0.9336 (0.6553)	Prec@1 68.750 (77.994)	Prec@5 93.750 (97.002)
Epoch: [2][880/3789], lr: 0.00100	Time 3.903 (3.827)	Data 3.104 (3.043)	Loss 0.6134 (0.6547)	Prec@1 78.125 (78.033)	Prec@5 100.000 (97.006)
Epoch: [2][900/3789], lr: 0.00100	Time 4.168 (3.830)	Data 3.363 (3.046)	Loss 0.7253 (0.6552)	Prec@1 75.000 (78.031)	Prec@5 96.875 (97.007)
Epoch: [2][920/3789], lr: 0.00100	Time 3.963 (3.831)	Data 3.161 (3.048)	Loss 0.4974 (0.6544)	Prec@1 87.500 (78.016)	Prec@5 96.875 (97.021)
Epoch: [2][940/3789], lr: 0.00100	Time 3.931 (3.831)	Data 3.146 (3.047)	Loss 0.6563 (0.6541)	Prec@1 71.875 (78.012)	Prec@5 100.000 (97.031)
Epoch: [2][960/3789], lr: 0.00100	Time 3.733 (3.832)	Data 2.927 (3.049)	Loss 0.3770 (0.6528)	Prec@1 84.375 (78.044)	Prec@5 100.000 (97.038)
Epoch: [2][980/3789], lr: 0.00100	Time 3.583 (3.835)	Data 2.772 (3.051)	Loss 0.4057 (0.6519)	Prec@1 81.250 (78.074)	Prec@5 100.000 (97.047)
Epoch: [2][1000/3789], lr: 0.00100	Time 3.789 (3.835)	Data 2.954 (3.052)	Loss 0.3663 (0.6521)	Prec@1 84.375 (78.053)	Prec@5 100.000 (97.022)
Epoch: [2][1020/3789], lr: 0.00100	Time 3.644 (3.834)	Data 2.866 (3.051)	Loss 0.5633 (0.6515)	Prec@1 71.875 (78.052)	Prec@5 96.875 (97.034)
Epoch: [2][1040/3789], lr: 0.00100	Time 3.754 (3.834)	Data 3.002 (3.050)	Loss 0.9815 (0.6513)	Prec@1 71.875 (78.056)	Prec@5 90.625 (97.025)
Epoch: [2][1060/3789], lr: 0.00100	Time 4.288 (3.835)	Data 3.499 (3.051)	Loss 0.5056 (0.6499)	Prec@1 81.250 (78.096)	Prec@5 100.000 (97.016)
Epoch: [2][1080/3789], lr: 0.00100	Time 4.211 (3.837)	Data 3.409 (3.053)	Loss 0.6869 (0.6498)	Prec@1 75.000 (78.102)	Prec@5 96.875 (97.005)
Epoch: [2][1100/3789], lr: 0.00100	Time 3.502 (3.837)	Data 2.732 (3.053)	Loss 0.5763 (0.6488)	Prec@1 75.000 (78.082)	Prec@5 100.000 (97.008)
Epoch: [2][1120/3789], lr: 0.00100	Time 3.904 (3.836)	Data 3.109 (3.052)	Loss 0.8229 (0.6484)	Prec@1 71.875 (78.080)	Prec@5 90.625 (97.009)
Epoch: [2][1140/3789], lr: 0.00100	Time 3.852 (3.837)	Data 3.082 (3.053)	Loss 0.5586 (0.6482)	Prec@1 84.375 (78.098)	Prec@5 100.000 (97.028)
Epoch: [2][1160/3789], lr: 0.00100	Time 3.478 (3.838)	Data 2.698 (3.054)	Loss 0.6495 (0.6501)	Prec@1 84.375 (78.033)	Prec@5 90.625 (97.007)
Epoch: [2][1180/3789], lr: 0.00100	Time 3.792 (3.839)	Data 3.010 (3.055)	Loss 0.5828 (0.6499)	Prec@1 81.250 (78.054)	Prec@5 96.875 (97.007)
Epoch: [2][1200/3789], lr: 0.00100	Time 3.495 (3.840)	Data 2.725 (3.056)	Loss 0.3014 (0.6488)	Prec@1 87.500 (78.068)	Prec@5 100.000 (97.034)
Epoch: [2][1220/3789], lr: 0.00100	Time 3.795 (3.840)	Data 3.032 (3.056)	Loss 1.0759 (0.6498)	Prec@1 65.625 (78.038)	Prec@5 87.500 (97.021)
Epoch: [2][1240/3789], lr: 0.00100	Time 4.068 (3.842)	Data 3.310 (3.057)	Loss 1.2397 (0.6498)	Prec@1 65.625 (78.024)	Prec@5 90.625 (97.031)
Epoch: [2][1260/3789], lr: 0.00100	Time 3.753 (3.842)	Data 2.990 (3.058)	Loss 0.5273 (0.6497)	Prec@1 81.250 (78.021)	Prec@5 96.875 (97.031)
Epoch: [2][1280/3789], lr: 0.00100	Time 4.082 (3.842)	Data 3.331 (3.058)	Loss 0.7714 (0.6503)	Prec@1 62.500 (77.974)	Prec@5 96.875 (97.036)
Epoch: [2][1300/3789], lr: 0.00100	Time 4.027 (3.843)	Data 3.238 (3.059)	Loss 0.4509 (0.6499)	Prec@1 87.500 (77.990)	Prec@5 93.750 (97.038)
Epoch: [2][1320/3789], lr: 0.00100	Time 3.874 (3.843)	Data 3.086 (3.059)	Loss 0.5437 (0.6492)	Prec@1 75.000 (77.997)	Prec@5 96.875 (97.048)
Epoch: [2][1340/3789], lr: 0.00100	Time 3.683 (3.841)	Data 2.904 (3.057)	Loss 0.9294 (0.6502)	Prec@1 75.000 (77.964)	Prec@5 90.625 (97.031)
Epoch: [2][1360/3789], lr: 0.00100	Time 3.544 (3.842)	Data 2.779 (3.058)	Loss 0.8351 (0.6498)	Prec@1 71.875 (77.967)	Prec@5 96.875 (97.036)
Epoch: [2][1380/3789], lr: 0.00100	Time 3.319 (3.845)	Data 2.516 (3.060)	Loss 0.7647 (0.6495)	Prec@1 65.625 (77.962)	Prec@5 93.750 (97.031)
Epoch: [2][1400/3789], lr: 0.00100	Time 3.572 (3.844)	Data 2.762 (3.060)	Loss 0.4409 (0.6503)	Prec@1 84.375 (77.953)	Prec@5 100.000 (97.020)
Epoch: [2][1420/3789], lr: 0.00100	Time 3.744 (3.843)	Data 2.946 (3.059)	Loss 0.5843 (0.6502)	Prec@1 84.375 (77.973)	Prec@5 96.875 (97.025)
Epoch: [2][1440/3789], lr: 0.00100	Time 3.902 (3.844)	Data 3.107 (3.060)	Loss 0.4024 (0.6491)	Prec@1 84.375 (78.010)	Prec@5 100.000 (97.040)
Epoch: [2][1460/3789], lr: 0.00100	Time 3.526 (3.845)	Data 2.761 (3.061)	Loss 0.5956 (0.6484)	Prec@1 81.250 (78.024)	Prec@5 100.000 (97.042)
Epoch: [2][1480/3789], lr: 0.00100	Time 3.362 (3.845)	Data 2.573 (3.061)	Loss 0.7423 (0.6483)	Prec@1 75.000 (78.034)	Prec@5 96.875 (97.048)
Epoch: [2][1500/3789], lr: 0.00100	Time 3.836 (3.845)	Data 3.050 (3.061)	Loss 0.3610 (0.6478)	Prec@1 87.500 (78.048)	Prec@5 100.000 (97.054)
Epoch: [2][1520/3789], lr: 0.00100	Time 4.282 (3.844)	Data 3.505 (3.060)	Loss 0.6297 (0.6480)	Prec@1 78.125 (78.018)	Prec@5 96.875 (97.058)
Epoch: [2][1540/3789], lr: 0.00100	Time 4.174 (3.845)	Data 3.412 (3.061)	Loss 0.4305 (0.6477)	Prec@1 87.500 (78.032)	Prec@5 100.000 (97.062)
Epoch: [2][1560/3789], lr: 0.00100	Time 3.985 (3.844)	Data 3.195 (3.059)	Loss 0.4678 (0.6479)	Prec@1 87.500 (78.035)	Prec@5 96.875 (97.063)
Epoch: [2][1580/3789], lr: 0.00100	Time 3.797 (3.843)	Data 3.005 (3.059)	Loss 0.9258 (0.6482)	Prec@1 71.875 (78.028)	Prec@5 96.875 (97.067)
Epoch: [2][1600/3789], lr: 0.00100	Time 3.844 (3.844)	Data 3.012 (3.060)	Loss 0.6879 (0.6488)	Prec@1 84.375 (78.014)	Prec@5 93.750 (97.060)
Epoch: [2][1620/3789], lr: 0.00100	Time 4.231 (3.845)	Data 3.364 (3.060)	Loss 0.6754 (0.6478)	Prec@1 65.625 (78.027)	Prec@5 100.000 (97.070)
Epoch: [2][1640/3789], lr: 0.00100	Time 4.020 (3.845)	Data 3.209 (3.061)	Loss 0.6734 (0.6483)	Prec@1 78.125 (78.003)	Prec@5 100.000 (97.058)
Epoch: [2][1660/3789], lr: 0.00100	Time 3.957 (3.844)	Data 3.182 (3.060)	Loss 0.8230 (0.6473)	Prec@1 68.750 (78.022)	Prec@5 96.875 (97.065)
Epoch: [2][1680/3789], lr: 0.00100	Time 4.018 (3.844)	Data 3.221 (3.060)	Loss 0.5071 (0.6471)	Prec@1 84.375 (78.041)	Prec@5 96.875 (97.057)
Epoch: [2][1700/3789], lr: 0.00100	Time 3.813 (3.843)	Data 3.014 (3.059)	Loss 0.5107 (0.6469)	Prec@1 75.000 (78.044)	Prec@5 100.000 (97.062)
Epoch: [2][1720/3789], lr: 0.00100	Time 4.002 (3.840)	Data 3.202 (3.056)	Loss 0.6277 (0.6459)	Prec@1 75.000 (78.072)	Prec@5 100.000 (97.075)
Epoch: [2][1740/3789], lr: 0.00100	Time 3.831 (3.841)	Data 3.052 (3.056)	Loss 0.5759 (0.6449)	Prec@1 81.250 (78.109)	Prec@5 100.000 (97.083)
Epoch: [2][1760/3789], lr: 0.00100	Time 3.838 (3.841)	Data 3.044 (3.057)	Loss 0.7931 (0.6456)	Prec@1 81.250 (78.082)	Prec@5 90.625 (97.074)
Epoch: [2][1780/3789], lr: 0.00100	Time 3.927 (3.841)	Data 3.151 (3.057)	Loss 0.3627 (0.6459)	Prec@1 87.500 (78.071)	Prec@5 100.000 (97.082)
Epoch: [2][1800/3789], lr: 0.00100	Time 3.988 (3.842)	Data 3.196 (3.058)	Loss 0.4818 (0.6453)	Prec@1 78.125 (78.082)	Prec@5 100.000 (97.087)
Epoch: [2][1820/3789], lr: 0.00100	Time 3.686 (3.841)	Data 2.843 (3.057)	Loss 0.4566 (0.6460)	Prec@1 84.375 (78.079)	Prec@5 100.000 (97.081)
Epoch: [2][1840/3789], lr: 0.00100	Time 3.371 (3.840)	Data 2.608 (3.056)	Loss 0.5072 (0.6460)	Prec@1 87.500 (78.072)	Prec@5 96.875 (97.084)
Epoch: [2][1860/3789], lr: 0.00100	Time 4.364 (3.840)	Data 3.580 (3.056)	Loss 0.3520 (0.6462)	Prec@1 87.500 (78.044)	Prec@5 100.000 (97.100)
Epoch: [2][1880/3789], lr: 0.00100	Time 4.060 (3.840)	Data 3.269 (3.056)	Loss 0.7804 (0.6463)	Prec@1 75.000 (78.047)	Prec@5 96.875 (97.091)
Epoch: [2][1900/3789], lr: 0.00100	Time 3.858 (3.840)	Data 3.059 (3.056)	Loss 0.8418 (0.6462)	Prec@1 62.500 (78.040)	Prec@5 100.000 (97.092)
Epoch: [2][1920/3789], lr: 0.00100	Time 4.044 (3.841)	Data 3.268 (3.057)	Loss 0.3483 (0.6465)	Prec@1 87.500 (78.037)	Prec@5 100.000 (97.082)
Epoch: [2][1940/3789], lr: 0.00100	Time 3.905 (3.840)	Data 3.138 (3.056)	Loss 0.5568 (0.6470)	Prec@1 68.750 (78.019)	Prec@5 100.000 (97.062)
Epoch: [2][1960/3789], lr: 0.00100	Time 3.539 (3.841)	Data 2.761 (3.057)	Loss 0.4807 (0.6464)	Prec@1 84.375 (78.029)	Prec@5 100.000 (97.057)
Epoch: [2][1980/3789], lr: 0.00100	Time 3.891 (3.841)	Data 3.119 (3.057)	Loss 0.7490 (0.6459)	Prec@1 75.000 (78.019)	Prec@5 100.000 (97.067)
Epoch: [2][2000/3789], lr: 0.00100	Time 3.671 (3.841)	Data 2.870 (3.057)	Loss 0.8434 (0.6454)	Prec@1 75.000 (78.016)	Prec@5 93.750 (97.075)
Epoch: [2][2020/3789], lr: 0.00100	Time 3.464 (3.842)	Data 2.670 (3.058)	Loss 0.5251 (0.6454)	Prec@1 81.250 (78.017)	Prec@5 96.875 (97.068)
Epoch: [2][2040/3789], lr: 0.00100	Time 3.948 (3.843)	Data 3.159 (3.059)	Loss 0.5229 (0.6451)	Prec@1 81.250 (78.022)	Prec@5 96.875 (97.076)
Epoch: [2][2060/3789], lr: 0.00100	Time 3.955 (3.845)	Data 3.180 (3.061)	Loss 0.8033 (0.6446)	Prec@1 71.875 (78.031)	Prec@5 96.875 (97.083)
Epoch: [2][2080/3789], lr: 0.00100	Time 4.071 (3.845)	Data 3.241 (3.061)	Loss 0.2068 (0.6444)	Prec@1 93.750 (78.033)	Prec@5 100.000 (97.078)
Epoch: [2][2100/3789], lr: 0.00100	Time 3.765 (3.846)	Data 3.010 (3.061)	Loss 0.4272 (0.6443)	Prec@1 90.625 (78.028)	Prec@5 96.875 (97.082)
Epoch: [2][2120/3789], lr: 0.00100	Time 4.097 (3.846)	Data 3.290 (3.062)	Loss 0.7138 (0.6447)	Prec@1 78.125 (78.013)	Prec@5 90.625 (97.074)
Epoch: [2][2140/3789], lr: 0.00100	Time 4.017 (3.847)	Data 3.231 (3.063)	Loss 0.4530 (0.6438)	Prec@1 81.250 (78.039)	Prec@5 100.000 (97.081)
Epoch: [2][2160/3789], lr: 0.00100	Time 3.945 (3.847)	Data 3.156 (3.063)	Loss 0.6916 (0.6442)	Prec@1 71.875 (78.022)	Prec@5 93.750 (97.072)
Epoch: [2][2180/3789], lr: 0.00100	Time 3.430 (3.847)	Data 2.658 (3.063)	Loss 0.9313 (0.6446)	Prec@1 68.750 (77.996)	Prec@5 100.000 (97.077)
Epoch: [2][2200/3789], lr: 0.00100	Time 3.691 (3.847)	Data 2.892 (3.063)	Loss 0.5268 (0.6436)	Prec@1 84.375 (78.023)	Prec@5 96.875 (97.078)
Epoch: [2][2220/3789], lr: 0.00100	Time 4.026 (3.847)	Data 3.245 (3.062)	Loss 0.4107 (0.6439)	Prec@1 93.750 (78.011)	Prec@5 96.875 (97.076)
Epoch: [2][2240/3789], lr: 0.00100	Time 3.885 (3.846)	Data 3.094 (3.062)	Loss 0.3452 (0.6441)	Prec@1 90.625 (78.009)	Prec@5 100.000 (97.073)
Epoch: [2][2260/3789], lr: 0.00100	Time 3.930 (3.846)	Data 3.134 (3.062)	Loss 0.5060 (0.6435)	Prec@1 84.375 (78.025)	Prec@5 100.000 (97.085)
Epoch: [2][2280/3789], lr: 0.00100	Time 4.079 (3.846)	Data 3.285 (3.062)	Loss 0.3208 (0.6430)	Prec@1 87.500 (78.037)	Prec@5 100.000 (97.091)
Epoch: [2][2300/3789], lr: 0.00100	Time 3.810 (3.846)	Data 3.017 (3.062)	Loss 0.4798 (0.6429)	Prec@1 78.125 (78.031)	Prec@5 100.000 (97.092)
Epoch: [2][2320/3789], lr: 0.00100	Time 3.847 (3.846)	Data 3.062 (3.062)	Loss 0.5035 (0.6431)	Prec@1 81.250 (78.016)	Prec@5 93.750 (97.090)
Epoch: [2][2340/3789], lr: 0.00100	Time 4.032 (3.846)	Data 3.215 (3.062)	Loss 0.3745 (0.6431)	Prec@1 84.375 (78.018)	Prec@5 100.000 (97.094)
Epoch: [2][2360/3789], lr: 0.00100	Time 3.551 (3.846)	Data 2.787 (3.062)	Loss 0.5329 (0.6431)	Prec@1 78.125 (78.018)	Prec@5 100.000 (97.099)
Epoch: [2][2380/3789], lr: 0.00100	Time 4.585 (3.846)	Data 3.783 (3.062)	Loss 0.6189 (0.6430)	Prec@1 84.375 (78.017)	Prec@5 96.875 (97.105)
Epoch: [2][2400/3789], lr: 0.00100	Time 4.369 (3.846)	Data 3.582 (3.062)	Loss 0.6250 (0.6434)	Prec@1 78.125 (77.996)	Prec@5 93.750 (97.101)
Epoch: [2][2420/3789], lr: 0.00100	Time 4.362 (3.847)	Data 3.555 (3.063)	Loss 0.7956 (0.6433)	Prec@1 75.000 (77.987)	Prec@5 96.875 (97.107)
Epoch: [2][2440/3789], lr: 0.00100	Time 3.357 (3.846)	Data 2.564 (3.062)	Loss 0.9303 (0.6434)	Prec@1 65.625 (77.973)	Prec@5 96.875 (97.109)
Epoch: [2][2460/3789], lr: 0.00100	Time 4.039 (3.845)	Data 3.218 (3.061)	Loss 0.3750 (0.6424)	Prec@1 81.250 (78.002)	Prec@5 100.000 (97.114)
Epoch: [2][2480/3789], lr: 0.00100	Time 3.506 (3.845)	Data 2.723 (3.061)	Loss 0.8154 (0.6422)	Prec@1 75.000 (78.000)	Prec@5 93.750 (97.116)
Epoch: [2][2500/3789], lr: 0.00100	Time 3.888 (3.845)	Data 3.127 (3.061)	Loss 0.7238 (0.6422)	Prec@1 75.000 (77.998)	Prec@5 96.875 (97.119)
Epoch: [2][2520/3789], lr: 0.00100	Time 4.067 (3.845)	Data 3.244 (3.061)	Loss 0.6545 (0.6430)	Prec@1 81.250 (77.995)	Prec@5 96.875 (97.107)
Epoch: [2][2540/3789], lr: 0.00100	Time 3.484 (3.845)	Data 2.717 (3.061)	Loss 0.8810 (0.6427)	Prec@1 65.625 (77.993)	Prec@5 100.000 (97.109)
Epoch: [2][2560/3789], lr: 0.00100	Time 4.109 (3.845)	Data 3.304 (3.061)	Loss 0.4426 (0.6425)	Prec@1 84.375 (77.994)	Prec@5 100.000 (97.108)
Epoch: [2][2580/3789], lr: 0.00100	Time 4.311 (3.845)	Data 3.532 (3.061)	Loss 0.6023 (0.6416)	Prec@1 78.125 (78.023)	Prec@5 100.000 (97.122)
Epoch: [2][2600/3789], lr: 0.00100	Time 3.669 (3.846)	Data 2.890 (3.062)	Loss 0.5518 (0.6414)	Prec@1 75.000 (78.028)	Prec@5 96.875 (97.124)
Epoch: [2][2620/3789], lr: 0.00100	Time 3.707 (3.846)	Data 2.917 (3.062)	Loss 0.5414 (0.6411)	Prec@1 84.375 (78.031)	Prec@5 96.875 (97.127)
Epoch: [2][2640/3789], lr: 0.00100	Time 3.885 (3.846)	Data 3.078 (3.062)	Loss 0.6825 (0.6415)	Prec@1 68.750 (78.022)	Prec@5 100.000 (97.127)
Epoch: [2][2660/3789], lr: 0.00100	Time 4.054 (3.847)	Data 3.271 (3.062)	Loss 0.5355 (0.6414)	Prec@1 84.375 (78.026)	Prec@5 100.000 (97.124)
Epoch: [2][2680/3789], lr: 0.00100	Time 3.752 (3.847)	Data 2.943 (3.062)	Loss 0.6028 (0.6415)	Prec@1 78.125 (78.013)	Prec@5 100.000 (97.117)
Epoch: [2][2700/3789], lr: 0.00100	Time 3.741 (3.847)	Data 2.964 (3.062)	Loss 0.4858 (0.6411)	Prec@1 81.250 (78.023)	Prec@5 100.000 (97.116)
Epoch: [2][2720/3789], lr: 0.00100	Time 3.275 (3.847)	Data 2.518 (3.062)	Loss 1.1234 (0.6407)	Prec@1 71.875 (78.040)	Prec@5 87.500 (97.117)
Epoch: [2][2740/3789], lr: 0.00100	Time 4.174 (3.847)	Data 3.401 (3.062)	Loss 0.5650 (0.6403)	Prec@1 81.250 (78.066)	Prec@5 96.875 (97.122)
Epoch: [2][2760/3789], lr: 0.00100	Time 3.522 (3.846)	Data 2.726 (3.062)	Loss 0.7654 (0.6403)	Prec@1 71.875 (78.064)	Prec@5 96.875 (97.125)
Epoch: [2][2780/3789], lr: 0.00100	Time 3.818 (3.847)	Data 3.009 (3.062)	Loss 0.4356 (0.6400)	Prec@1 81.250 (78.067)	Prec@5 96.875 (97.132)
Epoch: [2][2800/3789], lr: 0.00100	Time 3.537 (3.847)	Data 2.751 (3.062)	Loss 0.9484 (0.6401)	Prec@1 68.750 (78.054)	Prec@5 96.875 (97.132)
Epoch: [2][2820/3789], lr: 0.00100	Time 3.737 (3.846)	Data 2.935 (3.061)	Loss 0.6927 (0.6394)	Prec@1 71.875 (78.072)	Prec@5 100.000 (97.141)
Epoch: [2][2840/3789], lr: 0.00100	Time 4.230 (3.846)	Data 3.428 (3.061)	Loss 0.8852 (0.6394)	Prec@1 71.875 (78.072)	Prec@5 96.875 (97.144)
Epoch: [2][2860/3789], lr: 0.00100	Time 3.598 (3.846)	Data 2.845 (3.061)	Loss 0.4165 (0.6394)	Prec@1 90.625 (78.073)	Prec@5 96.875 (97.146)
Epoch: [2][2880/3789], lr: 0.00100	Time 4.277 (3.846)	Data 3.511 (3.061)	Loss 0.7038 (0.6392)	Prec@1 78.125 (78.087)	Prec@5 100.000 (97.149)
Epoch: [2][2900/3789], lr: 0.00100	Time 3.487 (3.846)	Data 2.707 (3.062)	Loss 0.7393 (0.6391)	Prec@1 65.625 (78.088)	Prec@5 96.875 (97.149)
Epoch: [2][2920/3789], lr: 0.00100	Time 4.338 (3.846)	Data 3.562 (3.062)	Loss 0.4378 (0.6385)	Prec@1 84.375 (78.103)	Prec@5 100.000 (97.156)
Epoch: [2][2940/3789], lr: 0.00100	Time 3.520 (3.846)	Data 2.747 (3.061)	Loss 0.4923 (0.6381)	Prec@1 75.000 (78.114)	Prec@5 100.000 (97.159)
Epoch: [2][2960/3789], lr: 0.00100	Time 3.588 (3.846)	Data 2.831 (3.061)	Loss 0.6459 (0.6383)	Prec@1 84.375 (78.123)	Prec@5 96.875 (97.158)
Epoch: [2][2980/3789], lr: 0.00100	Time 3.854 (3.846)	Data 3.084 (3.061)	Loss 0.6901 (0.6384)	Prec@1 71.875 (78.122)	Prec@5 96.875 (97.160)
Epoch: [2][3000/3789], lr: 0.00100	Time 3.242 (3.846)	Data 2.461 (3.061)	Loss 0.6631 (0.6384)	Prec@1 78.125 (78.136)	Prec@5 100.000 (97.163)
Epoch: [2][3020/3789], lr: 0.00100	Time 4.144 (3.845)	Data 3.349 (3.061)	Loss 0.9730 (0.6384)	Prec@1 71.875 (78.134)	Prec@5 90.625 (97.162)
Epoch: [2][3040/3789], lr: 0.00100	Time 4.185 (3.846)	Data 3.426 (3.061)	Loss 0.5833 (0.6382)	Prec@1 75.000 (78.134)	Prec@5 100.000 (97.161)
Epoch: [2][3060/3789], lr: 0.00100	Time 3.756 (3.846)	Data 3.001 (3.062)	Loss 0.5988 (0.6375)	Prec@1 81.250 (78.153)	Prec@5 96.875 (97.169)
Epoch: [2][3080/3789], lr: 0.00100	Time 4.152 (3.847)	Data 3.386 (3.062)	Loss 0.4849 (0.6369)	Prec@1 93.750 (78.181)	Prec@5 100.000 (97.172)
Epoch: [2][3100/3789], lr: 0.00100	Time 4.334 (3.847)	Data 3.538 (3.063)	Loss 0.6200 (0.6369)	Prec@1 84.375 (78.184)	Prec@5 96.875 (97.170)
Epoch: [2][3120/3789], lr: 0.00100	Time 4.025 (3.848)	Data 3.219 (3.063)	Loss 0.5205 (0.6367)	Prec@1 84.375 (78.187)	Prec@5 100.000 (97.177)
Epoch: [2][3140/3789], lr: 0.00100	Time 4.466 (3.848)	Data 3.584 (3.064)	Loss 0.8178 (0.6372)	Prec@1 75.000 (78.160)	Prec@5 93.750 (97.172)
Epoch: [2][3160/3789], lr: 0.00100	Time 3.829 (3.848)	Data 3.020 (3.064)	Loss 0.6162 (0.6371)	Prec@1 87.500 (78.158)	Prec@5 93.750 (97.172)
Epoch: [2][3180/3789], lr: 0.00100	Time 3.995 (3.848)	Data 3.202 (3.064)	Loss 0.3195 (0.6371)	Prec@1 93.750 (78.153)	Prec@5 100.000 (97.168)
Epoch: [2][3200/3789], lr: 0.00100	Time 3.934 (3.848)	Data 3.151 (3.064)	Loss 0.5904 (0.6370)	Prec@1 75.000 (78.157)	Prec@5 100.000 (97.167)
Epoch: [2][3220/3789], lr: 0.00100	Time 4.148 (3.848)	Data 3.394 (3.064)	Loss 0.8838 (0.6366)	Prec@1 75.000 (78.174)	Prec@5 93.750 (97.173)
Epoch: [2][3240/3789], lr: 0.00100	Time 3.620 (3.848)	Data 2.839 (3.064)	Loss 0.4435 (0.6366)	Prec@1 84.375 (78.183)	Prec@5 96.875 (97.172)
Epoch: [2][3260/3789], lr: 0.00100	Time 3.865 (3.849)	Data 3.075 (3.064)	Loss 0.5674 (0.6365)	Prec@1 78.125 (78.186)	Prec@5 96.875 (97.176)
Epoch: [2][3280/3789], lr: 0.00100	Time 3.401 (3.849)	Data 2.614 (3.064)	Loss 0.4413 (0.6361)	Prec@1 84.375 (78.200)	Prec@5 100.000 (97.177)
Epoch: [2][3300/3789], lr: 0.00100	Time 3.789 (3.849)	Data 3.011 (3.065)	Loss 0.4874 (0.6359)	Prec@1 78.125 (78.209)	Prec@5 96.875 (97.175)
Epoch: [2][3320/3789], lr: 0.00100	Time 3.633 (3.849)	Data 2.864 (3.064)	Loss 0.6679 (0.6359)	Prec@1 75.000 (78.207)	Prec@5 96.875 (97.177)
Epoch: [2][3340/3789], lr: 0.00100	Time 3.752 (3.849)	Data 2.992 (3.065)	Loss 0.3974 (0.6354)	Prec@1 84.375 (78.210)	Prec@5 100.000 (97.182)
Epoch: [2][3360/3789], lr: 0.00100	Time 3.869 (3.849)	Data 3.042 (3.065)	Loss 0.5930 (0.6348)	Prec@1 75.000 (78.230)	Prec@5 96.875 (97.185)
Epoch: [2][3380/3789], lr: 0.00100	Time 3.931 (3.849)	Data 3.154 (3.065)	Loss 0.4246 (0.6345)	Prec@1 84.375 (78.241)	Prec@5 100.000 (97.192)
Epoch: [2][3400/3789], lr: 0.00100	Time 3.813 (3.849)	Data 3.042 (3.065)	Loss 0.4064 (0.6345)	Prec@1 81.250 (78.237)	Prec@5 100.000 (97.189)
Epoch: [2][3420/3789], lr: 0.00100	Time 3.585 (3.849)	Data 2.788 (3.065)	Loss 0.6397 (0.6340)	Prec@1 78.125 (78.256)	Prec@5 96.875 (97.194)
Epoch: [2][3440/3789], lr: 0.00100	Time 3.966 (3.850)	Data 3.178 (3.066)	Loss 0.6052 (0.6342)	Prec@1 81.250 (78.257)	Prec@5 96.875 (97.192)
Epoch: [2][3460/3789], lr: 0.00100	Time 3.637 (3.849)	Data 2.845 (3.065)	Loss 0.8094 (0.6337)	Prec@1 68.750 (78.275)	Prec@5 93.750 (97.196)
Epoch: [2][3480/3789], lr: 0.00100	Time 3.996 (3.849)	Data 3.241 (3.065)	Loss 0.8309 (0.6332)	Prec@1 71.875 (78.281)	Prec@5 93.750 (97.201)
Epoch: [2][3500/3789], lr: 0.00100	Time 4.338 (3.849)	Data 3.545 (3.065)	Loss 0.7381 (0.6328)	Prec@1 68.750 (78.285)	Prec@5 93.750 (97.204)
Epoch: [2][3520/3789], lr: 0.00100	Time 3.711 (3.850)	Data 2.944 (3.066)	Loss 0.6314 (0.6324)	Prec@1 75.000 (78.303)	Prec@5 100.000 (97.210)
Epoch: [2][3540/3789], lr: 0.00100	Time 4.152 (3.849)	Data 3.394 (3.065)	Loss 0.5574 (0.6324)	Prec@1 78.125 (78.296)	Prec@5 96.875 (97.209)
Epoch: [2][3560/3789], lr: 0.00100	Time 3.954 (3.850)	Data 3.184 (3.066)	Loss 0.4239 (0.6323)	Prec@1 81.250 (78.300)	Prec@5 100.000 (97.215)
Epoch: [2][3580/3789], lr: 0.00100	Time 3.798 (3.850)	Data 3.031 (3.065)	Loss 0.6541 (0.6321)	Prec@1 81.250 (78.315)	Prec@5 96.875 (97.216)
Epoch: [2][3600/3789], lr: 0.00100	Time 3.746 (3.849)	Data 2.954 (3.065)	Loss 0.7555 (0.6322)	Prec@1 68.750 (78.301)	Prec@5 96.875 (97.216)
Epoch: [2][3620/3789], lr: 0.00100	Time 3.592 (3.849)	Data 2.819 (3.065)	Loss 0.5167 (0.6322)	Prec@1 87.500 (78.309)	Prec@5 93.750 (97.215)
Epoch: [2][3640/3789], lr: 0.00100	Time 3.886 (3.849)	Data 3.071 (3.064)	Loss 0.7021 (0.6322)	Prec@1 84.375 (78.306)	Prec@5 96.875 (97.217)
Epoch: [2][3660/3789], lr: 0.00100	Time 3.834 (3.848)	Data 3.020 (3.064)	Loss 0.4056 (0.6319)	Prec@1 81.250 (78.310)	Prec@5 100.000 (97.218)
