Epoch: [8][3700/3789], lr: 0.00100	Time 3.093 (3.295)	Data 2.295 (2.496)	Loss 0.2130 (0.4339)	Prec@1 90.625 (84.233)	Prec@5 100.000 (98.766)
Epoch: [8][3720/3789], lr: 0.00100	Time 3.108 (3.295)	Data 2.315 (2.496)	Loss 0.2752 (0.4341)	Prec@1 87.500 (84.228)	Prec@5 100.000 (98.762)
Epoch: [8][3740/3789], lr: 0.00100	Time 3.501 (3.295)	Data 2.696 (2.496)	Loss 0.1975 (0.4344)	Prec@1 96.875 (84.221)	Prec@5 100.000 (98.764)
Epoch: [8][3760/3789], lr: 0.00100	Time 2.841 (3.295)	Data 2.041 (2.496)	Loss 0.4144 (0.4341)	Prec@1 84.375 (84.230)	Prec@5 100.000 (98.764)
Epoch: [8][3780/3789], lr: 0.00100	Time 3.377 (3.295)	Data 2.583 (2.496)	Loss 0.2966 (0.4340)	Prec@1 93.750 (84.235)	Prec@5 100.000 (98.765)
Test: [0/302]	Time 2.343 (2.343)	Loss 0.4727 (0.4727)	Prec@1 81.250 (81.250)	Prec@5 96.875 (96.875)
Test: [20/302]	Time 2.268 (2.175)	Loss 0.0224 (0.6879)	Prec@1 100.000 (76.488)	Prec@5 100.000 (97.024)
Test: [40/302]	Time 1.743 (2.045)	Loss 1.1776 (0.7820)	Prec@1 50.000 (73.552)	Prec@5 96.875 (97.409)
Test: [60/302]	Time 2.254 (2.067)	Loss 0.5131 (0.7925)	Prec@1 84.375 (74.232)	Prec@5 100.000 (97.592)
Test: [80/302]	Time 1.952 (2.049)	Loss 0.8045 (0.8666)	Prec@1 78.125 (73.187)	Prec@5 96.875 (97.377)
Test: [100/302]	Time 1.814 (2.057)	Loss 1.0349 (0.8535)	Prec@1 53.125 (73.608)	Prec@5 100.000 (97.525)
Test: [120/302]	Time 2.196 (2.066)	Loss 1.7201 (0.8598)	Prec@1 46.875 (73.037)	Prec@5 90.625 (97.392)
Test: [140/302]	Time 1.682 (2.051)	Loss 0.4313 (0.8711)	Prec@1 87.500 (72.629)	Prec@5 96.875 (97.407)
Test: [160/302]	Time 2.482 (2.054)	Loss 0.0002 (0.8494)	Prec@1 100.000 (73.525)	Prec@5 100.000 (97.516)
Test: [180/302]	Time 1.781 (2.042)	Loss 1.4421 (0.8734)	Prec@1 62.500 (72.686)	Prec@5 93.750 (97.600)
Test: [200/302]	Time 1.724 (2.032)	Loss 0.6094 (0.8739)	Prec@1 71.875 (73.212)	Prec@5 100.000 (97.326)
Test: [220/302]	Time 1.890 (2.026)	Loss 0.3400 (0.8862)	Prec@1 100.000 (72.851)	Prec@5 100.000 (97.455)
Test: [240/302]	Time 1.803 (2.036)	Loss 2.9547 (0.9153)	Prec@1 0.000 (72.134)	Prec@5 100.000 (97.497)
Test: [260/302]	Time 1.996 (2.035)	Loss 0.7212 (0.9298)	Prec@1 71.875 (71.384)	Prec@5 96.875 (97.079)
Test: [280/302]	Time 2.419 (2.037)	Loss 0.0001 (0.9216)	Prec@1 100.000 (71.408)	Prec@5 100.000 (97.008)
Test: [300/302]	Time 1.913 (2.035)	Loss 0.8152 (0.9413)	Prec@1 71.875 (70.702)	Prec@5 96.875 (96.927)
Testing Results: Prec@1 70.628 Prec@5 96.933 Loss 0.94251
Best Prec@1: 71.995

Epoch: [9][0/3789], lr: 0.00100	Time 3.378 (3.378)	Data 2.585 (2.585)	Loss 0.3985 (0.3985)	Prec@1 84.375 (84.375)	Prec@5 96.875 (96.875)
Epoch: [9][20/3789], lr: 0.00100	Time 3.239 (3.184)	Data 2.442 (2.387)	Loss 0.5515 (0.4266)	Prec@1 78.125 (84.673)	Prec@5 96.875 (98.065)
Epoch: [9][40/3789], lr: 0.00100	Time 3.113 (3.195)	Data 2.329 (2.397)	Loss 0.3489 (0.4115)	Prec@1 84.375 (84.832)	Prec@5 100.000 (98.628)
Epoch: [9][60/3789], lr: 0.00100	Time 3.413 (3.218)	Data 2.578 (2.419)	Loss 0.5729 (0.4321)	Prec@1 81.250 (84.016)	Prec@5 96.875 (98.566)
Epoch: [9][80/3789], lr: 0.00100	Time 3.584 (3.240)	Data 2.783 (2.439)	Loss 0.4425 (0.4367)	Prec@1 87.500 (83.758)	Prec@5 100.000 (98.727)
Epoch: [9][100/3789], lr: 0.00100	Time 3.335 (3.263)	Data 2.533 (2.463)	Loss 0.3640 (0.4211)	Prec@1 84.375 (84.282)	Prec@5 96.875 (98.731)
Epoch: [9][120/3789], lr: 0.00100	Time 3.107 (3.252)	Data 2.341 (2.452)	Loss 0.2351 (0.4141)	Prec@1 93.750 (84.556)	Prec@5 100.000 (98.760)
Epoch: [9][140/3789], lr: 0.00100	Time 3.063 (3.236)	Data 2.291 (2.436)	Loss 0.5953 (0.4216)	Prec@1 84.375 (84.264)	Prec@5 93.750 (98.715)
Epoch: [9][160/3789], lr: 0.00100	Time 3.325 (3.216)	Data 2.539 (2.416)	Loss 0.7408 (0.4258)	Prec@1 68.750 (84.123)	Prec@5 96.875 (98.719)
Epoch: [9][180/3789], lr: 0.00100	Time 3.520 (3.223)	Data 2.654 (2.422)	Loss 0.5682 (0.4275)	Prec@1 78.125 (84.081)	Prec@5 96.875 (98.791)
Epoch: [9][200/3789], lr: 0.00100	Time 3.944 (3.217)	Data 3.137 (2.417)	Loss 0.2970 (0.4200)	Prec@1 90.625 (84.391)	Prec@5 96.875 (98.865)
Epoch: [9][220/3789], lr: 0.00100	Time 3.212 (3.213)	Data 2.394 (2.412)	Loss 0.4669 (0.4270)	Prec@1 78.125 (84.262)	Prec@5 100.000 (98.855)
Epoch: [9][240/3789], lr: 0.00100	Time 3.716 (3.204)	Data 2.907 (2.402)	Loss 0.2863 (0.4229)	Prec@1 84.375 (84.401)	Prec@5 100.000 (98.833)
Epoch: [9][260/3789], lr: 0.00100	Time 2.862 (3.226)	Data 2.082 (2.424)	Loss 0.5657 (0.4225)	Prec@1 78.125 (84.411)	Prec@5 100.000 (98.863)
Epoch: [9][280/3789], lr: 0.00100	Time 3.249 (3.227)	Data 2.428 (2.424)	Loss 0.3490 (0.4194)	Prec@1 84.375 (84.497)	Prec@5 100.000 (98.899)
Epoch: [9][300/3789], lr: 0.00100	Time 3.361 (3.225)	Data 2.579 (2.423)	Loss 0.1933 (0.4183)	Prec@1 90.625 (84.593)	Prec@5 100.000 (98.920)
Epoch: [9][320/3789], lr: 0.00100	Time 3.170 (3.229)	Data 2.372 (2.427)	Loss 0.3620 (0.4143)	Prec@1 87.500 (84.794)	Prec@5 100.000 (98.958)
Epoch: [9][340/3789], lr: 0.00100	Time 3.100 (3.230)	Data 2.317 (2.428)	Loss 0.4084 (0.4152)	Prec@1 84.375 (84.687)	Prec@5 96.875 (98.946)
Epoch: [9][360/3789], lr: 0.00100	Time 3.361 (3.226)	Data 2.533 (2.423)	Loss 0.4261 (0.4146)	Prec@1 87.500 (84.730)	Prec@5 100.000 (98.944)
Epoch: [9][380/3789], lr: 0.00100	Time 3.133 (3.225)	Data 2.297 (2.423)	Loss 0.3918 (0.4152)	Prec@1 93.750 (84.703)	Prec@5 100.000 (98.958)
Epoch: [9][400/3789], lr: 0.00100	Time 2.845 (3.222)	Data 2.020 (2.419)	Loss 0.6637 (0.4210)	Prec@1 75.000 (84.539)	Prec@5 100.000 (98.901)
Epoch: [9][420/3789], lr: 0.00100	Time 3.031 (3.222)	Data 2.242 (2.419)	Loss 0.3517 (0.4191)	Prec@1 87.500 (84.613)	Prec@5 96.875 (98.901)
Epoch: [9][440/3789], lr: 0.00100	Time 3.385 (3.222)	Data 2.582 (2.419)	Loss 0.1539 (0.4170)	Prec@1 90.625 (84.651)	Prec@5 100.000 (98.916)
Epoch: [9][460/3789], lr: 0.00100	Time 2.973 (3.214)	Data 2.160 (2.411)	Loss 0.9019 (0.4171)	Prec@1 75.000 (84.633)	Prec@5 93.750 (98.915)
Epoch: [9][480/3789], lr: 0.00100	Time 2.786 (3.209)	Data 1.955 (2.406)	Loss 0.1048 (0.4156)	Prec@1 93.750 (84.641)	Prec@5 100.000 (98.922)
Epoch: [9][500/3789], lr: 0.00100	Time 3.154 (3.206)	Data 2.352 (2.402)	Loss 0.2568 (0.4150)	Prec@1 87.500 (84.618)	Prec@5 100.000 (98.946)
Epoch: [9][520/3789], lr: 0.00100	Time 3.096 (3.203)	Data 2.263 (2.400)	Loss 0.3882 (0.4162)	Prec@1 87.500 (84.561)	Prec@5 100.000 (98.938)
Epoch: [9][540/3789], lr: 0.00100	Time 3.587 (3.206)	Data 2.767 (2.402)	Loss 0.5568 (0.4167)	Prec@1 78.125 (84.577)	Prec@5 100.000 (98.914)
Epoch: [9][560/3789], lr: 0.00100	Time 3.466 (3.206)	Data 2.694 (2.402)	Loss 0.4571 (0.4177)	Prec@1 90.625 (84.559)	Prec@5 96.875 (98.903)
Epoch: [9][580/3789], lr: 0.00100	Time 3.422 (3.205)	Data 2.604 (2.402)	Loss 0.2983 (0.4158)	Prec@1 93.750 (84.660)	Prec@5 100.000 (98.914)
Epoch: [9][600/3789], lr: 0.00100	Time 2.995 (3.209)	Data 2.201 (2.405)	Loss 0.2746 (0.4165)	Prec@1 93.750 (84.604)	Prec@5 100.000 (98.929)
Epoch: [9][620/3789], lr: 0.00100	Time 2.864 (3.207)	Data 2.098 (2.404)	Loss 0.4720 (0.4176)	Prec@1 90.625 (84.591)	Prec@5 96.875 (98.918)
Epoch: [9][640/3789], lr: 0.00100	Time 3.117 (3.207)	Data 2.328 (2.404)	Loss 0.2508 (0.4158)	Prec@1 90.625 (84.624)	Prec@5 100.000 (98.937)
Epoch: [9][660/3789], lr: 0.00100	Time 3.269 (3.207)	Data 2.488 (2.404)	Loss 0.5142 (0.4155)	Prec@1 78.125 (84.649)	Prec@5 96.875 (98.946)
Epoch: [9][680/3789], lr: 0.00100	Time 3.095 (3.208)	Data 2.287 (2.405)	Loss 0.3720 (0.4158)	Prec@1 93.750 (84.614)	Prec@5 100.000 (98.949)
Epoch: [9][700/3789], lr: 0.00100	Time 2.749 (3.206)	Data 1.937 (2.403)	Loss 0.5256 (0.4155)	Prec@1 84.375 (84.625)	Prec@5 100.000 (98.952)
Epoch: [9][720/3789], lr: 0.00100	Time 3.009 (3.204)	Data 2.197 (2.401)	Loss 0.3115 (0.4182)	Prec@1 87.500 (84.570)	Prec@5 96.875 (98.912)
Epoch: [9][740/3789], lr: 0.00100	Time 3.046 (3.203)	Data 2.246 (2.399)	Loss 0.2358 (0.4168)	Prec@1 93.750 (84.607)	Prec@5 100.000 (98.920)
Epoch: [9][760/3789], lr: 0.00100	Time 3.524 (3.203)	Data 2.739 (2.400)	Loss 0.7111 (0.4162)	Prec@1 71.875 (84.621)	Prec@5 100.000 (98.936)
Epoch: [9][780/3789], lr: 0.00100	Time 3.004 (3.203)	Data 2.193 (2.399)	Loss 0.3478 (0.4169)	Prec@1 87.500 (84.611)	Prec@5 96.875 (98.936)
Epoch: [9][800/3789], lr: 0.00100	Time 3.299 (3.202)	Data 2.480 (2.399)	Loss 0.4720 (0.4166)	Prec@1 84.375 (84.644)	Prec@5 96.875 (98.939)
Epoch: [9][820/3789], lr: 0.00100	Time 3.262 (3.200)	Data 2.436 (2.396)	Loss 0.5257 (0.4161)	Prec@1 84.375 (84.683)	Prec@5 93.750 (98.942)
Epoch: [9][840/3789], lr: 0.00100	Time 3.343 (3.201)	Data 2.552 (2.398)	Loss 0.3543 (0.4161)	Prec@1 90.625 (84.683)	Prec@5 96.875 (98.945)
Epoch: [9][860/3789], lr: 0.00100	Time 3.124 (3.202)	Data 2.295 (2.399)	Loss 0.5799 (0.4157)	Prec@1 81.250 (84.734)	Prec@5 100.000 (98.947)
Epoch: [9][880/3789], lr: 0.00100	Time 2.756 (3.203)	Data 1.952 (2.400)	Loss 0.5269 (0.4150)	Prec@1 84.375 (84.747)	Prec@5 100.000 (98.954)
Epoch: [9][900/3789], lr: 0.00100	Time 3.341 (3.203)	Data 2.557 (2.400)	Loss 0.1150 (0.4139)	Prec@1 96.875 (84.812)	Prec@5 100.000 (98.959)
Epoch: [9][920/3789], lr: 0.00100	Time 3.331 (3.202)	Data 2.507 (2.399)	Loss 0.6166 (0.4127)	Prec@1 78.125 (84.857)	Prec@5 96.875 (98.965)
Epoch: [9][940/3789], lr: 0.00100	Time 3.457 (3.203)	Data 2.660 (2.400)	Loss 0.3793 (0.4135)	Prec@1 87.500 (84.813)	Prec@5 96.875 (98.954)
Epoch: [9][960/3789], lr: 0.00100	Time 3.006 (3.201)	Data 2.212 (2.398)	Loss 0.3185 (0.4126)	Prec@1 87.500 (84.876)	Prec@5 100.000 (98.950)
Epoch: [9][980/3789], lr: 0.00100	Time 2.842 (3.199)	Data 2.036 (2.396)	Loss 0.4504 (0.4122)	Prec@1 84.375 (84.888)	Prec@5 96.875 (98.958)
Epoch: [9][1000/3789], lr: 0.00100	Time 3.000 (3.196)	Data 2.183 (2.393)	Loss 0.2173 (0.4120)	Prec@1 96.875 (84.893)	Prec@5 100.000 (98.960)
Epoch: [9][1020/3789], lr: 0.00100	Time 2.875 (3.196)	Data 2.060 (2.393)	Loss 0.4166 (0.4125)	Prec@1 87.500 (84.856)	Prec@5 100.000 (98.965)
Epoch: [9][1040/3789], lr: 0.00100	Time 3.169 (3.195)	Data 2.366 (2.392)	Loss 0.1939 (0.4131)	Prec@1 90.625 (84.831)	Prec@5 100.000 (98.967)
Epoch: [9][1060/3789], lr: 0.00100	Time 3.204 (3.196)	Data 2.432 (2.393)	Loss 0.4497 (0.4136)	Prec@1 87.500 (84.817)	Prec@5 96.875 (98.951)
Epoch: [9][1080/3789], lr: 0.00100	Time 2.958 (3.196)	Data 2.151 (2.392)	Loss 0.3097 (0.4137)	Prec@1 87.500 (84.823)	Prec@5 100.000 (98.948)
Epoch: [9][1100/3789], lr: 0.00100	Time 3.279 (3.195)	Data 2.472 (2.392)	Loss 0.4414 (0.4126)	Prec@1 81.250 (84.858)	Prec@5 100.000 (98.953)
Epoch: [9][1120/3789], lr: 0.00100	Time 3.575 (3.194)	Data 2.763 (2.391)	Loss 0.5600 (0.4126)	Prec@1 84.375 (84.849)	Prec@5 93.750 (98.943)
Epoch: [9][1140/3789], lr: 0.00100	Time 3.223 (3.196)	Data 2.446 (2.393)	Loss 0.5243 (0.4133)	Prec@1 87.500 (84.835)	Prec@5 100.000 (98.929)
Epoch: [9][1160/3789], lr: 0.00100	Time 3.160 (3.196)	Data 2.373 (2.393)	Loss 0.1527 (0.4130)	Prec@1 96.875 (84.851)	Prec@5 100.000 (98.929)
Epoch: [9][1180/3789], lr: 0.00100	Time 3.371 (3.196)	Data 2.589 (2.393)	Loss 0.4339 (0.4137)	Prec@1 84.375 (84.857)	Prec@5 93.750 (98.920)
Epoch: [9][1200/3789], lr: 0.00100	Time 3.197 (3.198)	Data 2.414 (2.395)	Loss 0.5062 (0.4139)	Prec@1 78.125 (84.882)	Prec@5 100.000 (98.920)
Epoch: [9][1220/3789], lr: 0.00100	Time 2.800 (3.198)	Data 2.016 (2.395)	Loss 0.5631 (0.4137)	Prec@1 87.500 (84.910)	Prec@5 93.750 (98.910)
Epoch: [9][1240/3789], lr: 0.00100	Time 3.438 (3.197)	Data 2.657 (2.393)	Loss 0.7017 (0.4135)	Prec@1 84.375 (84.924)	Prec@5 100.000 (98.917)
Epoch: [9][1260/3789], lr: 0.00100	Time 3.272 (3.198)	Data 2.499 (2.395)	Loss 0.2577 (0.4138)	Prec@1 87.500 (84.900)	Prec@5 100.000 (98.912)
Epoch: [9][1280/3789], lr: 0.00100	Time 3.275 (3.197)	Data 2.465 (2.394)	Loss 0.3005 (0.4131)	Prec@1 87.500 (84.917)	Prec@5 100.000 (98.919)
Epoch: [9][1300/3789], lr: 0.00100	Time 3.574 (3.198)	Data 2.756 (2.395)	Loss 0.3487 (0.4141)	Prec@1 87.500 (84.877)	Prec@5 100.000 (98.919)
Epoch: [9][1320/3789], lr: 0.00100	Time 2.978 (3.198)	Data 2.145 (2.395)	Loss 0.4261 (0.4144)	Prec@1 81.250 (84.843)	Prec@5 100.000 (98.924)
Epoch: [9][1340/3789], lr: 0.00100	Time 3.092 (3.197)	Data 2.316 (2.394)	Loss 0.2440 (0.4137)	Prec@1 90.625 (84.890)	Prec@5 100.000 (98.921)
Epoch: [9][1360/3789], lr: 0.00100	Time 3.361 (3.197)	Data 2.569 (2.394)	Loss 0.2018 (0.4131)	Prec@1 93.750 (84.919)	Prec@5 100.000 (98.912)
Epoch: [9][1380/3789], lr: 0.00100	Time 3.493 (3.197)	Data 2.698 (2.394)	Loss 0.5433 (0.4120)	Prec@1 81.250 (84.966)	Prec@5 100.000 (98.916)
Epoch: [9][1400/3789], lr: 0.00100	Time 3.019 (3.198)	Data 2.254 (2.395)	Loss 0.5652 (0.4114)	Prec@1 78.125 (84.971)	Prec@5 96.875 (98.916)
Epoch: [9][1420/3789], lr: 0.00100	Time 2.907 (3.199)	Data 2.137 (2.396)	Loss 0.2015 (0.4111)	Prec@1 93.750 (84.984)	Prec@5 100.000 (98.916)
Epoch: [9][1440/3789], lr: 0.00100	Time 2.909 (3.199)	Data 2.104 (2.396)	Loss 0.5656 (0.4113)	Prec@1 81.250 (84.971)	Prec@5 96.875 (98.916)
Epoch: [9][1460/3789], lr: 0.00100	Time 3.160 (3.199)	Data 2.370 (2.396)	Loss 0.4630 (0.4125)	Prec@1 87.500 (84.923)	Prec@5 96.875 (98.909)
Epoch: [9][1480/3789], lr: 0.00100	Time 3.169 (3.198)	Data 2.384 (2.396)	Loss 0.3227 (0.4133)	Prec@1 93.750 (84.913)	Prec@5 100.000 (98.901)
Epoch: [9][1500/3789], lr: 0.00100	Time 3.368 (3.199)	Data 2.548 (2.396)	Loss 0.5193 (0.4136)	Prec@1 78.125 (84.875)	Prec@5 100.000 (98.905)
Epoch: [9][1520/3789], lr: 0.00100	Time 3.576 (3.200)	Data 2.786 (2.398)	Loss 0.2504 (0.4139)	Prec@1 90.625 (84.868)	Prec@5 100.000 (98.897)
Epoch: [9][1540/3789], lr: 0.00100	Time 3.017 (3.199)	Data 2.208 (2.397)	Loss 0.7217 (0.4133)	Prec@1 75.000 (84.888)	Prec@5 96.875 (98.901)
Epoch: [9][1560/3789], lr: 0.00100	Time 2.917 (3.201)	Data 2.134 (2.399)	Loss 0.3052 (0.4129)	Prec@1 93.750 (84.912)	Prec@5 100.000 (98.903)
Epoch: [9][1580/3789], lr: 0.00100	Time 3.300 (3.201)	Data 2.529 (2.399)	Loss 0.8066 (0.4130)	Prec@1 78.125 (84.899)	Prec@5 100.000 (98.901)
Epoch: [9][1600/3789], lr: 0.00100	Time 3.605 (3.202)	Data 2.788 (2.400)	Loss 0.3976 (0.4131)	Prec@1 81.250 (84.900)	Prec@5 100.000 (98.893)
Epoch: [9][1620/3789], lr: 0.00100	Time 2.763 (3.201)	Data 1.970 (2.399)	Loss 0.4125 (0.4137)	Prec@1 84.375 (84.857)	Prec@5 100.000 (98.897)
Epoch: [9][1640/3789], lr: 0.00100	Time 3.403 (3.202)	Data 2.565 (2.400)	Loss 0.3756 (0.4145)	Prec@1 90.625 (84.838)	Prec@5 100.000 (98.890)
Epoch: [9][1660/3789], lr: 0.00100	Time 3.121 (3.201)	Data 2.332 (2.399)	Loss 0.3610 (0.4138)	Prec@1 87.500 (84.860)	Prec@5 100.000 (98.896)
Epoch: [9][1680/3789], lr: 0.00100	Time 3.276 (3.200)	Data 2.476 (2.398)	Loss 0.6397 (0.4138)	Prec@1 71.875 (84.858)	Prec@5 96.875 (98.899)
Epoch: [9][1700/3789], lr: 0.00100	Time 3.371 (3.199)	Data 2.452 (2.397)	Loss 0.4701 (0.4142)	Prec@1 84.375 (84.840)	Prec@5 100.000 (98.900)
Epoch: [9][1720/3789], lr: 0.00100	Time 3.059 (3.199)	Data 2.285 (2.397)	Loss 0.2593 (0.4139)	Prec@1 90.625 (84.854)	Prec@5 100.000 (98.903)
Epoch: [9][1740/3789], lr: 0.00100	Time 2.929 (3.197)	Data 2.146 (2.395)	Loss 0.4033 (0.4137)	Prec@1 81.250 (84.860)	Prec@5 100.000 (98.901)
Epoch: [9][1760/3789], lr: 0.00100	Time 3.392 (3.197)	Data 2.602 (2.395)	Loss 0.6381 (0.4140)	Prec@1 78.125 (84.845)	Prec@5 100.000 (98.905)
Epoch: [9][1780/3789], lr: 0.00100	Time 3.438 (3.197)	Data 2.620 (2.395)	Loss 0.7441 (0.4147)	Prec@1 71.875 (84.807)	Prec@5 100.000 (98.905)
Epoch: [9][1800/3789], lr: 0.00100	Time 3.203 (3.196)	Data 2.407 (2.394)	Loss 0.5939 (0.4146)	Prec@1 81.250 (84.826)	Prec@5 100.000 (98.910)
Epoch: [9][1820/3789], lr: 0.00100	Time 3.012 (3.197)	Data 2.219 (2.395)	Loss 0.5937 (0.4140)	Prec@1 75.000 (84.862)	Prec@5 100.000 (98.914)
Epoch: [9][1840/3789], lr: 0.00100	Time 3.375 (3.197)	Data 2.580 (2.395)	Loss 0.2141 (0.4134)	Prec@1 90.625 (84.884)	Prec@5 96.875 (98.919)
Epoch: [9][1860/3789], lr: 0.00100	Time 3.165 (3.196)	Data 2.356 (2.394)	Loss 0.2847 (0.4138)	Prec@1 87.500 (84.865)	Prec@5 100.000 (98.919)
Epoch: [9][1880/3789], lr: 0.00100	Time 2.714 (3.196)	Data 1.938 (2.394)	Loss 0.6778 (0.4142)	Prec@1 71.875 (84.850)	Prec@5 100.000 (98.918)
Epoch: [9][1900/3789], lr: 0.00100	Time 3.215 (3.195)	Data 2.392 (2.394)	Loss 0.2846 (0.4142)	Prec@1 93.750 (84.845)	Prec@5 96.875 (98.918)
Epoch: [9][1920/3789], lr: 0.00100	Time 3.370 (3.195)	Data 2.555 (2.394)	Loss 0.4745 (0.4150)	Prec@1 87.500 (84.839)	Prec@5 96.875 (98.912)
Epoch: [9][1940/3789], lr: 0.00100	Time 2.670 (3.194)	Data 1.848 (2.393)	Loss 0.3263 (0.4151)	Prec@1 87.500 (84.826)	Prec@5 100.000 (98.910)
Epoch: [9][1960/3789], lr: 0.00100	Time 3.064 (3.195)	Data 2.286 (2.394)	Loss 0.4460 (0.4156)	Prec@1 78.125 (84.805)	Prec@5 100.000 (98.905)
Epoch: [9][1980/3789], lr: 0.00100	Time 3.595 (3.195)	Data 2.788 (2.394)	Loss 0.3776 (0.4157)	Prec@1 90.625 (84.814)	Prec@5 96.875 (98.902)
Epoch: [9][2000/3789], lr: 0.00100	Time 3.051 (3.195)	Data 2.275 (2.394)	Loss 0.3738 (0.4159)	Prec@1 84.375 (84.789)	Prec@5 100.000 (98.905)
Epoch: [9][2020/3789], lr: 0.00100	Time 2.989 (3.193)	Data 2.205 (2.392)	Loss 0.3461 (0.4156)	Prec@1 90.625 (84.788)	Prec@5 100.000 (98.908)
Epoch: [9][2040/3789], lr: 0.00100	Time 3.545 (3.194)	Data 2.705 (2.392)	Loss 0.4791 (0.4152)	Prec@1 84.375 (84.798)	Prec@5 100.000 (98.907)
Epoch: [9][2060/3789], lr: 0.00100	Time 3.096 (3.193)	Data 2.289 (2.392)	Loss 0.4121 (0.4155)	Prec@1 78.125 (84.784)	Prec@5 96.875 (98.905)
Epoch: [9][2080/3789], lr: 0.00100	Time 3.394 (3.193)	Data 2.601 (2.392)	Loss 0.3507 (0.4155)	Prec@1 90.625 (84.791)	Prec@5 100.000 (98.908)
Epoch: [9][2100/3789], lr: 0.00100	Time 3.328 (3.194)	Data 2.542 (2.393)	Loss 0.5746 (0.4155)	Prec@1 84.375 (84.797)	Prec@5 93.750 (98.904)
Epoch: [9][2120/3789], lr: 0.00100	Time 2.994 (3.194)	Data 2.160 (2.393)	Loss 0.4907 (0.4155)	Prec@1 75.000 (84.799)	Prec@5 100.000 (98.905)
Epoch: [9][2140/3789], lr: 0.00100	Time 3.246 (3.195)	Data 2.413 (2.394)	Loss 0.6244 (0.4157)	Prec@1 78.125 (84.792)	Prec@5 93.750 (98.905)
Epoch: [9][2160/3789], lr: 0.00100	Time 3.380 (3.195)	Data 2.585 (2.394)	Loss 0.2104 (0.4157)	Prec@1 90.625 (84.790)	Prec@5 100.000 (98.911)
Epoch: [9][2180/3789], lr: 0.00100	Time 3.280 (3.196)	Data 2.458 (2.395)	Loss 0.4491 (0.4154)	Prec@1 78.125 (84.801)	Prec@5 100.000 (98.914)
Epoch: [9][2200/3789], lr: 0.00100	Time 3.620 (3.197)	Data 2.808 (2.395)	Loss 0.4279 (0.4157)	Prec@1 84.375 (84.788)	Prec@5 100.000 (98.915)
Epoch: [9][2220/3789], lr: 0.00100	Time 2.765 (3.196)	Data 1.959 (2.395)	Loss 0.2649 (0.4154)	Prec@1 90.625 (84.808)	Prec@5 100.000 (98.918)
Epoch: [9][2240/3789], lr: 0.00100	Time 2.705 (3.196)	Data 1.893 (2.394)	Loss 0.4055 (0.4158)	Prec@1 84.375 (84.804)	Prec@5 96.875 (98.912)
Epoch: [9][2260/3789], lr: 0.00100	Time 3.186 (3.195)	Data 2.351 (2.394)	Loss 0.3961 (0.4157)	Prec@1 93.750 (84.820)	Prec@5 96.875 (98.911)
Epoch: [9][2280/3789], lr: 0.00100	Time 3.176 (3.196)	Data 2.379 (2.394)	Loss 0.4961 (0.4159)	Prec@1 78.125 (84.813)	Prec@5 100.000 (98.904)
Epoch: [9][2300/3789], lr: 0.00100	Time 3.203 (3.196)	Data 2.410 (2.395)	Loss 0.4391 (0.4160)	Prec@1 84.375 (84.804)	Prec@5 100.000 (98.904)
Epoch: [9][2320/3789], lr: 0.00100	Time 3.412 (3.197)	Data 2.642 (2.395)	Loss 0.5239 (0.4163)	Prec@1 81.250 (84.792)	Prec@5 100.000 (98.903)
Epoch: [9][2340/3789], lr: 0.00100	Time 3.178 (3.196)	Data 2.350 (2.395)	Loss 0.3291 (0.4167)	Prec@1 93.750 (84.781)	Prec@5 100.000 (98.900)
Epoch: [9][2360/3789], lr: 0.00100	Time 3.450 (3.196)	Data 2.661 (2.395)	Loss 0.6324 (0.4169)	Prec@1 71.875 (84.772)	Prec@5 96.875 (98.899)
Epoch: [9][2380/3789], lr: 0.00100	Time 3.402 (3.197)	Data 2.564 (2.395)	Loss 0.4384 (0.4166)	Prec@1 87.500 (84.771)	Prec@5 96.875 (98.903)
Epoch: [9][2400/3789], lr: 0.00100	Time 2.909 (3.197)	Data 2.106 (2.396)	Loss 0.6108 (0.4167)	Prec@1 81.250 (84.772)	Prec@5 100.000 (98.899)
Epoch: [9][2420/3789], lr: 0.00100	Time 2.917 (3.197)	Data 2.098 (2.395)	Loss 0.4966 (0.4168)	Prec@1 78.125 (84.771)	Prec@5 100.000 (98.903)
Epoch: [9][2440/3789], lr: 0.00100	Time 3.397 (3.197)	Data 2.588 (2.396)	Loss 0.6483 (0.4169)	Prec@1 68.750 (84.767)	Prec@5 96.875 (98.900)
Epoch: [9][2460/3789], lr: 0.00100	Time 3.179 (3.198)	Data 2.363 (2.397)	Loss 0.3551 (0.4168)	Prec@1 90.625 (84.778)	Prec@5 100.000 (98.898)
Epoch: [9][2480/3789], lr: 0.00100	Time 3.310 (3.198)	Data 2.493 (2.396)	Loss 0.3417 (0.4169)	Prec@1 84.375 (84.768)	Prec@5 100.000 (98.897)
Epoch: [9][2500/3789], lr: 0.00100	Time 3.183 (3.198)	Data 2.382 (2.396)	Loss 0.6218 (0.4170)	Prec@1 78.125 (84.761)	Prec@5 96.875 (98.895)
Epoch: [9][2520/3789], lr: 0.00100	Time 3.080 (3.198)	Data 2.280 (2.397)	Loss 0.3792 (0.4174)	Prec@1 84.375 (84.742)	Prec@5 100.000 (98.889)
